probe_id	symbol	gene_id	ensembl_id
10430302	Csf2rb2	12984	ENSMUSG00000071714
10430311	Tex33	73376	ENSMUSG00000062154
10430319	Tst	22117	ENSMUSG00000044986
10430324	Tmprss6	71753	ENSMUSG00000016942
10430344	Il2rb	16185	ENSMUSG00000068227
10430358	C1qtnf6	72709	ENSMUSG00000022440
10430365	Sstr3	20607	ENSMUSG00000044933
10430372	Rac2	19354	ENSMUSG00000033220
10430384	Elfn2	207393	ENSMUSG00000043460
10430389	Mfng	17305	ENSMUSG00000018169
10430400	Card10	105844	ENSMUSG00000033170
10430425	Lgals2	107753	ENSMUSG00000043501
10430438	Ankrd54	223690	ENSMUSG00000033055
10430447	1700088E04Rik	27660	ENSMUSG00000033029
10430458	Sox10	20665	ENSMUSG00000033006
10430467	Slc16a8	57274	ENSMUSG00000032988
10430474	Baiap2l2	207495	ENSMUSG00000018126
10430489	Pla2g6	53357	ENSMUSG00000042632
10430510	Tmem184b	223693	ENSMUSG00000009035
10430519	Csnk1e	27373	ENSMUSG00000022433
10430533	Kcnj4	16520	ENSMUSG00000044216
10430536	Ddx17	67040	ENSMUSG00000055065
10430555	Dmc1	13404	ENSMUSG00000022429
10430574	Fam227a	75729	ENSMUSG00000042564
10430596	Sun2	223697	ENSMUSG00000042524
10430618	Dnal4	54152	ENSMUSG00000022420
10430649	Cbx7	52609	ENSMUSG00000053411
10430660	Pdgfb	18591	ENSMUSG00000000489
10430681	Rps19bp1	66538	ENSMUSG00000051518
10430686	Enthd1	383075	ENSMUSG00000050439
10430693	Mkl1	223701	ENSMUSG00000042292
10430711	Slc25a17	20524	ENSMUSG00000022404
10430723	St13	70356	ENSMUSG00000022403
10430725	St13	70356	ENSMUSG00000022403
10430739	Dnajb7	57755	ENSMUSG00000047108
10430745	Chadl	214685	ENSMUSG00000063765
10430748	Rangap1	19387	ENSMUSG00000022391
10430770	Tob2	57259	ENSMUSG00000048546
10430778	Phf5a	68479	ENSMUSG00000061360
10430783	Polr3h	78929	ENSMUSG00000022476
10430794	Pmm1	29858	ENSMUSG00000022474
10430804	Desi1	28075	ENSMUSG00000022472
10430818	Tnfrsf13c	72049	ENSMUSG00000068105
10430825	Cenpm	66570	ENSMUSG00000068101
10430834	Naga	17939	ENSMUSG00000022453
10430846	Ndufa6	67130	ENSMUSG00000022450
10430851	Cyp2d22	56448	ENSMUSG00000061740
10430861	Cyp2d11	545123	ENSMUSG00000068085
10430866	Cyp2d10	13101	ENSMUSG00000094806
10430873	Cyp2d34	223706	ENSMUSG00000094559
10430899	Cyp2d40	71754	ENSMUSG00000068083
10430909	Cyp2d26	76279	ENSMUSG00000022445
10430920	Tcf20	21411	ENSMUSG00000041852
10430931	Nfam1	74039	ENSMUSG00000058099
10430941	Rrp7a	74778	ENSMUSG00000018040
10430945	Poldip3	73826	ENSMUSG00000041815
10430956	Cyb5r3	109754	ENSMUSG00000018042
10430968	A4galt	239559	ENSMUSG00000047878
10430974	Arfgap3	66251	ENSMUSG00000054277
10430997	Pacsin2	23970	ENSMUSG00000016664
10431014	Vkorc1l1	69568	ENSMUSG00000066735
10431017	Ttll1	319953	ENSMUSG00000022442
10431030	Mcat	223722	ENSMUSG00000048755
10431035	Ttll12	223723	ENSMUSG00000016757
10431051	Scube1	64706	ENSMUSG00000016763
10431080	Efcab6	77627	ENSMUSG00000022441
10431113	Sult4a1	29859	ENSMUSG00000018865
10431124	Pnpla5	75772	ENSMUSG00000018868
10431140	1810041L15Rik	72301	ENSMUSG00000062760
10431147	Ldoc1l	223732	ENSMUSG00000055745
10431154	Phf21b	271305	ENSMUSG00000016624
10431170	5031439G07Rik	223739	ENSMUSG00000036046
10431182	Smc1b	140557	ENSMUSG00000022432
10431210	Wnt7b	22422	ENSMUSG00000022382
10431220	Cdpf1	72355	ENSMUSG00000064284
10431226	Pkdrej	18766	ENSMUSG00000052496
10431229	Celsr1	12614	ENSMUSG00000016028
10431266	Cerk	223753	ENSMUSG00000035891
10431284	Brd1	223770	ENSMUSG00000022387
10431300	Alg12	223774	ENSMUSG00000035845
10431311	Ttll8	239591	ENSMUSG00000022388
10431326	Mlc1	170790	ENSMUSG00000035805
10431339	Tubgcp6	328580	ENSMUSG00000051786
10431352	Tubgcp6	328580	ENSMUSG00000051786
10431371	Hdac10	170787	ENSMUSG00000062906
10431393	Mapk12	29857	ENSMUSG00000022610
10431410	Mapk11	19094	ENSMUSG00000053137
10431424	Plxnb2	140570	ENSMUSG00000036606
10431463	Dennd6b	69440	ENSMUSG00000015377
10431486	Sbf1	77980	ENSMUSG00000036529
10431528	Lmf2	105847	ENSMUSG00000022614
10431558	Odf3b	70113	ENSMUSG00000047394
10431601	Arsa	11883	ENSMUSG00000022620
10431612	Rabl2	68708	ENSMUSG00000022621
10431625	Syt10	54526	ENSMUSG00000063260
10431637	Cpne8	66871	ENSMUSG00000052560
10431659	Kif21a	16564	ENSMUSG00000022629
10431697	Abcd2	26874	ENSMUSG00000055782
10431711	Slc2a13	239606	ENSMUSG00000036298
10431722	Gxylt1	223827	ENSMUSG00000036197
10431726	Yaf2	67057	ENSMUSG00000022634
10431732	Zcrb1	67197	ENSMUSG00000022635
10431738	Prickle1	106042	ENSMUSG00000036158
10431749	Adamts20	223838	ENSMUSG00000022449
10431792	Pus7l	78895	ENSMUSG00000033356
10431812	Nell2	54003	ENSMUSG00000022454
10431836	LOC100043315	100043315	ENSMUSG00000100603
10431839	Dbx2	223843	ENSMUSG00000045608
10431848	D030018L15Rik	402773	ENSMUSG00000078925
10431856	Scaf11	72193	ENSMUSG00000033228
10431872	Slc38a1	105727	ENSMUSG00000023169
10431874	Slc38a1	105727	ENSMUSG00000023169
10431894	Slc38a2	67760	ENSMUSG00000022462
10431915	Slc38a4	69354	ENSMUSG00000022464
10431935	Amigo2	105827	ENSMUSG00000048218
10431948	Rpap3	71919	ENSMUSG00000022466
10431962	Endou	19011	ENSMUSG00000022468
10431974	Rapgef3	223864	ENSMUSG00000022469
10432006	Hdac7	56233	ENSMUSG00000022475
10432032	Vdr	22337	ENSMUSG00000022479
10432045	Col2a1	12824	ENSMUSG00000022483
10432101	Senp1	223870	ENSMUSG00000033075
10432122	Asb8	78541	ENSMUSG00000048175
10432129	Olfr288	545140	ENSMUSG00000075427
10432133	Olfr286	629524	ENSMUSG00000059460
10432135	H1fnt	70069	ENSMUSG00000048077
10432139	Zfp641	239652	ENSMUSG00000022987
10432152	Olfr284	258278	ENSMUSG00000051793
10432154	Olfr283	259038	ENSMUSG00000056184
10432162	Kansl2	69612	ENSMUSG00000022992
10432180	Ccnt1	12455	ENSMUSG00000011960
10432190	Adcy6	11512	ENSMUSG00000022994
10432215	Ddx23	74351	ENSMUSG00000003360
10432236	Rnd1	223881	ENSMUSG00000054855
10432243	Fkbp11	66120	ENSMUSG00000003355
10432256	Arf3	11842	ENSMUSG00000051853
10432267	Wnt10b	22410	ENSMUSG00000022996
10432278	Ddn	13199	ENSMUSG00000059213
10432281	Prkag1	19082	ENSMUSG00000067713
10432294	Kmt2d	381022	ENSMUSG00000048154
10432298	Kmt2d	381022	ENSMUSG00000048154
10432362	Rhebl1	69159	ENSMUSG00000023755
10432372	Dhh	13363	ENSMUSG00000023000
10432378	Lmbr1l	74775	ENSMUSG00000022999
10432404	Tuba1a	22142	ENSMUSG00000072235
10432408	C1ql4	239659	ENSMUSG00000001076
10432411	Mcrs1	51812	ENSMUSG00000037570
10432431	Fam186b	545136	ENSMUSG00000078907
10432439	Fmnl3	22379	ENSMUSG00000023008
10432473	Nckap5l	380969	ENSMUSG00000023009
10432488	Bcdin3d	75284	ENSMUSG00000037525
10432492	Faim2	72393	ENSMUSG00000023011
10432509	Uxt	22294	ENSMUSG00000001134
10432511	Racgap1	26934	ENSMUSG00000023015
10432527	Cers5	71949	ENSMUSG00000023021
10432540	Lima1	65970	ENSMUSG00000023022
10432560	1700030F18Rik	72277	ENSMUSG00000045350
10432571	2310068J16Rik	70281	ENSMUSG00000100084
10432573	Slc11a2	18174	ENSMUSG00000023030
10432593	Csrnp2	207785	ENSMUSG00000044636
10432601	Tfcp2	21422	ENSMUSG00000009733
10432619	Pou6f1	19009	ENSMUSG00000098598
10432619	Pou6f1	19009	ENSMUSG00000009739
10432636	Smagp	207818	ENSMUSG00000053559
10432640	Bin2	668218	ENSMUSG00000098112
10432652	Cela1	109901	ENSMUSG00000023031
10432677	Fignl2	668225	ENSMUSG00000095440
10432682	Krt80	74127	ENSMUSG00000037185
10432695	Krt83	406219	ENSMUSG00000047641
10432711	Krt84	16680	ENSMUSG00000044294
10432723	Krt82	114566	ENSMUSG00000049548
10432734	4732456N10Rik	239673	ENSMUSG00000048699
10432746	Krt75	109052	ENSMUSG00000022986
10432756	Gm5414	406223	ENSMUSG00000064232
10432767	Gm5478	432987	ENSMUSG00000095241
10432774	Krt6b	16688	ENSMUSG00000023041
10432780	Krt6a	16687	ENSMUSG00000058354
10432785	Krt5	110308	ENSMUSG00000061527
10432799	Krt71	56735	ENSMUSG00000051879
10432810	Krt74	406222	ENSMUSG00000067596
10432820	Krt72	105866	ENSMUSG00000056605
10432831	Krt73	223915	ENSMUSG00000063661
10432840	Krt2	16681	ENSMUSG00000064201
10432852	Krt1	16678	ENSMUSG00000046834
10432866	Krt77	406220	ENSMUSG00000067594
10432876	Krt76	77055	ENSMUSG00000075402
10432886	Krt4	16682	ENSMUSG00000059668
10432897	Krt79	223917	ENSMUSG00000061397
10432907	Krt78	332131	ENSMUSG00000050463
10432918	Krt8	16691	ENSMUSG00000049382
10432923	Spryd3	223918	ENSMUSG00000036966
10432939	Csad	246277	ENSMUSG00000023044
10432957	Itgb7	16421	ENSMUSG00000001281
10432972	Rarg	19411	ENSMUSG00000001288
10432986	Aaas	223921	ENSMUSG00000036678
10433003	Sp7	170574	ENSMUSG00000060284
10433008	Map3k12	26404	ENSMUSG00000023050
10433027	Npff	54615	ENSMUSG00000023052
10433032	Atf7	223922	ENSMUSG00000099083
10433034	Atf7	223922	ENSMUSG00000099083
10433049	Atp5g2	67942	ENSMUSG00000062683
10433055	Mir688	751542	ENSMUSG00000076009
10433057	Calcoco1	67488	ENSMUSG00000023055
10433077	Smug1	71726	ENSMUSG00000036061
10433088	Cbx5	12419	ENSMUSG00000009575
10433096	Nfe2	18022	ENSMUSG00000058794
10433101	Gpr84	80910	ENSMUSG00000063234
10433104	Zfp385a	29813	ENSMUSG00000000552
10433114	Itga5	16402	ENSMUSG00000000555
10433145	Gtsf1	74174	ENSMUSG00000022487
10433153	BC048502	223927	ENSMUSG00000053508
10433163	Ppp1r1a	58200	ENSMUSG00000022490
10433172	Glycam1	14663	ENSMUSG00000022491
10433185	Spt1	20770	ENSMUSG00000036925
10433193	Olfr161	258859	ENSMUSG00000051003
10433199	Zfp263	74120	ENSMUSG00000022529
10433212	Olfr15	18312	ENSMUSG00000059043
10433214	Zfp174	385674	ENSMUSG00000054939
10433219	Naa60	74763	ENSMUSG00000005982
10433228	Cluap1	76779	ENSMUSG00000014232
10433264	Glis2	83396	ENSMUSG00000014303
10433274	Vasn	246154	ENSMUSG00000039646
10433278	Dnaja3	83945	ENSMUSG00000004069
10433292	Hmox2	15369	ENSMUSG00000004070
10433302	4930562C15Rik	78809	ENSMUSG00000022518
10433311	Mgrn1	17237	ENSMUSG00000022517
10433331	Nudt16l1	66911	ENSMUSG00000022516
10433340	4930451G09Rik	74684	ENSMUSG00000022543
10433352	Ubn1	170644	ENSMUSG00000039473
10433373	Sec14l5	665119	ENSMUSG00000091712
10433389	Alg1	208211	ENSMUSG00000039427
10433403	Rbfox1	268859	ENSMUSG00000008658
10433433	Mettl22	239706	ENSMUSG00000039345
10433445	Abat	268860	ENSMUSG00000057880
10433462	Pmm2	54128	ENSMUSG00000022711
10433472	1810013L24Rik	69053	ENSMUSG00000022507
10433480	Rpl39l	68172	ENSMUSG00000039209
10433492	Atf7ip2	75329	ENSMUSG00000039200
10433494	Nubp1	26425	ENSMUSG00000022503
10433507	Ciita	12265	ENSMUSG00000022504
10433536	Clec16a	74374	ENSMUSG00000068663
10433564	Rmi2	223970	ENSMUSG00000037991
10433578	Snn	20621	ENSMUSG00000037972
10433584	Tnfrsf17	21935	ENSMUSG00000022496
10433589	Snx29	74478	ENSMUSG00000071669
10433597	Snx29	74478	ENSMUSG00000071669
10433614	Gm9961	791359	ENSMUSG00000055015
10433618	Shisa9	72555	ENSMUSG00000022494
10433620	Ercc4	50505	ENSMUSG00000022545
10433633	Mkl2	239719	ENSMUSG00000009569
10433639	Mkl2	239719	ENSMUSG00000009569
10433656	Mkl2	239719	ENSMUSG00000009569
10433658	Mir365-1	723899	ENSMUSG00000065449
10433672	Rrn3	106298	ENSMUSG00000022682
10433691	Ntan1	18203	ENSMUSG00000022681
10433702	Mpv17l	93734	ENSMUSG00000022679
10433709	2900011O08Rik	67254	ENSMUSG00000044117
10433719	Mir484	723916	ENSMUSG00000070074
10433721	Nde1	67203	ENSMUSG00000022678
10433735	Abcc1	17250	ENSMUSG00000023088
10433773	A630010A05Rik	545280	ENSMUSG00000075395
10433776	Snai2	20583	ENSMUSG00000022676
10433782	Efcab1	66793	ENSMUSG00000068617
10433797	Prkdc	19090	ENSMUSG00000022672
10433887	Pkp2	67451	ENSMUSG00000041957
10433904	Yars2	70120	ENSMUSG00000022792
10433910	Top3b	21976	ENSMUSG00000022779
10433929	Ppm1f	68606	ENSMUSG00000026181
10433940	Mapk1	26413	ENSMUSG00000063358
10433953	Ypel1	106369	ENSMUSG00000022773
10433963	Ydjc	69101	ENSMUSG00000041774
10433971	Rimbp3	239731	ENSMUSG00000071636
10433973	Hic2	58180	ENSMUSG00000050240
10433977	Tmem191c	224019	ENSMUSG00000055692
10433988	Serpind1	15160	ENSMUSG00000022766
10433996	Snap29	67474	ENSMUSG00000022765
10434003	Crkl	12929	ENSMUSG00000006134
10434007	Aifm3	72168	ENSMUSG00000022763
10434029	Lztr1	66863	ENSMUSG00000022761
10434052	P2rx6	18440	ENSMUSG00000022758
10434067	Smpd4	77626	ENSMUSG00000005899
10434089	Ccdc74a	72315	ENSMUSG00000041617
10434094	Klhl22	224023	ENSMUSG00000022750
10434105	Scarf2	224024	ENSMUSG00000012017
10434121	Tssk1	22114	ENSMUSG00000041566
10434124	Tssk2	22115	ENSMUSG00000045521
10434128	Vpreb2	22363	ENSMUSG00000059280
10434133	Dgcr6	13353	ENSMUSG00000003531
10434144	Rtn4r	65079	ENSMUSG00000043811
10434148	Trmt2a	15547	ENSMUSG00000098930
10434148	Trmt2a	15547	ENSMUSG00000022721
10434165	Arvcf	11877	ENSMUSG00000000325
10434191	Txnrd2	26462	ENSMUSG00000099282
10434191	Txnrd2	26462	ENSMUSG00000075704
10434211	Gnb1l	13972	ENSMUSG00000000884
10434224	Gnb1l	13972	ENSMUSG00000000884
10434229	Cldn5	12741	ENSMUSG00000041378
10434233	Ufd1l	22230	ENSMUSG00000005262
10434248	2510002D24Rik	72307	ENSMUSG00000071632
10434252	Hira	15260	ENSMUSG00000022702
10434287	Olfr166	259071	ENSMUSG00000056822
10434291	B3gnt5	108105	ENSMUSG00000022686
10434302	Klhl24	75785	ENSMUSG00000062901
10434313	Yeats2	208146	ENSMUSG00000041215
10434348	Eif2b5	224045	ENSMUSG00000003235
10434366	Dvl3	13544	ENSMUSG00000003233
10434384	Ap2m1	11773	ENSMUSG00000022841
10434396	Abcf3	27406	ENSMUSG00000003234
10434418	Vwa5b2	328643	ENSMUSG00000046613
10434436	Vwa5b2	328643	ENSMUSG00000046613
10434441	Ece2	107522	ENSMUSG00000022842
10434446	Ece2	107522	ENSMUSG00000022842
10434467	Psmd2	21762	ENSMUSG00000006998
10434481	Eif4g1	208643	ENSMUSG00000045983
10434516	Fam131a	78408	ENSMUSG00000050821
10434523	Polr2h	245841	ENSMUSG00000021018
10434528	Chrd	12667	ENSMUSG00000006958
10434559	Ephb3	13845	ENSMUSG00000005958
10434577	Vps8	209018	ENSMUSG00000033653
10434629	Map3k13	71751	ENSMUSG00000033618
10434643	Psmb3	26446	ENSMUSG00000069744
10434645	Senp2	75826	ENSMUSG00000022855
10434668	Tmem97	69071	ENSMUSG00000037278
10434675	Dnajb11	67838	ENSMUSG00000004460
10434689	Ahsg	11625	ENSMUSG00000022868
10434698	Fetub	59083	ENSMUSG00000022871
10434709	Hrg	94175	ENSMUSG00000022877
10434719	Kng1	16644	ENSMUSG00000022875
10434733	Eif4a2	13682	ENSMUSG00000022884
10434741	Eif4a2	13682	ENSMUSG00000022884
10434743	Eif4a2	13682	ENSMUSG00000022884
10434747	Adipoq	11450	ENSMUSG00000022878
10434758	St6gal1	20440	ENSMUSG00000022885
10434773	Rtp1	239766	ENSMUSG00000033383
10434778	Rtp4	67775	ENSMUSG00000033355
10434782	Lpp	210126	ENSMUSG00000033306
10434802	Lpp	210126	ENSMUSG00000033306
10434806	Lpp	210126	ENSMUSG00000033306
10434808	Tprg	71338	ENSMUSG00000048399
10434815	Trp63	22061	ENSMUSG00000022510
10434837	Cldn16	114141	ENSMUSG00000038148
10434845	Il1rap	16180	ENSMUSG00000022514
10434860	Ostn	239790	ENSMUSG00000052276
10434869	Ccdc50	67501	ENSMUSG00000038127
10434880	Hrasls	27281	ENSMUSG00000022525
10434888	Opa1	74143	ENSMUSG00000038084
10434925	Hes1	15205	ENSMUSG00000022528
10434932	Fam43a	224093	ENSMUSG00000046546
10434934	Bdh1	71911	ENSMUSG00000046598
10434942	Dlg1	13383	ENSMUSG00000022770
10434975	Mfi2	30060	ENSMUSG00000022780
10434993	Pigz	239827	ENSMUSG00000045625
10434998	Ncbp2	68092	ENSMUSG00000022774
10435004	Cep19	66994	ENSMUSG00000035790
10435009	Bex6	328660	ENSMUSG00000075269
10435015	Wdr53	68980	ENSMUSG00000022787
10435019	Smco1	69576	ENSMUSG00000046345
10435024	Rnf168	70238	ENSMUSG00000014074
10435031	Ubxn7	224111	ENSMUSG00000053774
10435043	Tm4sf19	277203	ENSMUSG00000079625
10435048	Tctex1d2	66061	ENSMUSG00000014075
10435057	Pcyt1a	13026	ENSMUSG00000005615
10435067	Zdhhc19	245308	ENSMUSG00000052363
10435075	Tfrc	22042	ENSMUSG00000022797
10435094	Tnk2	51789	ENSMUSG00000022791
10435112	Muc4	140474	ENSMUSG00000079620
10435149	Fyttd1	69823	ENSMUSG00000022800
10435162	Lrch3	70144	ENSMUSG00000022801
10435193	Lmln	239833	ENSMUSG00000022802
10435212	Osbpl11	106326	ENSMUSG00000022807
10435226	Snx4	69150	ENSMUSG00000022808
10435237	Zfp148	22661	ENSMUSG00000022811
10435251	Slc12a8	171286	ENSMUSG00000035506
10435266	Heg1	77446	ENSMUSG00000075254
10435271	Heg1	77446	ENSMUSG00000075254
10435288	Muc13	17063	ENSMUSG00000022824
10435305	Itgb5	16419	ENSMUSG00000022817
10435321	Ropn1	76378	ENSMUSG00000022832
10435329	Ccdc14	239839	ENSMUSG00000022833
10435345	Mylk	107589	ENSMUSG00000022836
10435383	Hacd2	70757	ENSMUSG00000035376
10435388	Adcy5	224129	ENSMUSG00000022840
10435415	Sema5b	20357	ENSMUSG00000052133
10435443	Hspbap1	66667	ENSMUSG00000022849
10435457	Parp9	80285	ENSMUSG00000022906
10435470	Kpna1	16646	ENSMUSG00000022905
10435487	Wdr5b	69544	ENSMUSG00000034379
10435489	Ccdc58	381045	ENSMUSG00000075229
10435504	Gm5416	408196	ENSMUSG00000094733
10435508	2010005H15Rik	76770	ENSMUSG00000095620
10435514	Ildr1	106347	ENSMUSG00000022900
10435525	Iqcb1	320299	ENSMUSG00000022837
10435543	Golgb1	224139	ENSMUSG00000034243
10435565	Hcls1	15163	ENSMUSG00000022831
10435581	Polq	77782	ENSMUSG00000034206
10435617	Rabl3	67657	ENSMUSG00000022827
10435626	Hgd	15233	ENSMUSG00000022821
10435641	Fstl1	14314	ENSMUSG00000022816
10435654	Lrrc58	320184	ENSMUSG00000034158
10435661	Gpr156	239845	ENSMUSG00000046961
10435676	Gsk3b	56637	ENSMUSG00000022812
10435693	Cox17	12856	ENSMUSG00000046516
10435697	Popdc2	64082	ENSMUSG00000022803
10435704	Cd80	12519	ENSMUSG00000075122
10435712	Cd80	12519	ENSMUSG00000075122
10435714	Tmem39a	67846	ENSMUSG00000002845
10435724	B4galt4	56375	ENSMUSG00000022793
10435733	Igsf11	207683	ENSMUSG00000022790
10435752	Lsamp	268890	ENSMUSG00000061080
10435769	Zbtb20	56490	ENSMUSG00000022708
10435789	Zbtb20	56490	ENSMUSG00000022708
10435793	Drd3	13490	ENSMUSG00000022705
10435802	2610015P09Rik	212153	ENSMUSG00000022701
10435821	Naa50	72117	ENSMUSG00000022698
10435832	Gm608	207806	ENSMUSG00000068284
10435841	Spice1	212514	ENSMUSG00000043065
10435862	Cfap44	212517	ENSMUSG00000071550
10435897	BC027231	212547	ENSMUSG00000036208
10435907	Cd200r1	57781	ENSMUSG00000022667
10435920	Cd200r4	239849	ENSMUSG00000062082
10435930	Cd200r2	271375	ENSMUSG00000090176
10435937	Cd200r3	74603	ENSMUSG00000036172
10435948	Ccdc80	67896	ENSMUSG00000022665
10435963	Atg3	67841	ENSMUSG00000022663
10435982	Btla	208154	ENSMUSG00000052013
10435993	Slc9c1	208169	ENSMUSG00000033210
10436024	Gcsam	14525	ENSMUSG00000022659
10436050	Dppa4	73693	ENSMUSG00000058550
10436053	Dppa2	73703	ENSMUSG00000072419
10436057	Morc1	17450	ENSMUSG00000022652
10436087	Retnlb	57263	ENSMUSG00000022650
10436095	Retnla	57262	ENSMUSG00000061100
10436100	Retnlg	245195	ENSMUSG00000022651
10436106	C330027C09Rik	224171	ENSMUSG00000033031
10436128	Myh15	667772	ENSMUSG00000092009
10436169	Ift57	73916	ENSMUSG00000032965
10436182	Cd47	16423	ENSMUSG00000055447
10436196	Cd47	16423	ENSMUSG00000055447
10436206	1700116B05Rik	78639	ENSMUSG00000092276
10436209	Cblb	208650	ENSMUSG00000022637
10436239	Zbtb11	271377	ENSMUSG00000022601
10436253	Senp7	66315	ENSMUSG00000052917
10436282	Impg2	224224	ENSMUSG00000035270
10436304	Abi3bp	320712	ENSMUSG00000035258
10436348	Tomm70a	28185	ENSMUSG00000022752
10436363	Filip1l	78749	ENSMUSG00000043336
10436369	Filip1l	78749	ENSMUSG00000043336
10436372	Dcbld2	73379	ENSMUSG00000035107
10436392	Cpox	12892	ENSMUSG00000022742
10436402	Cldnd1	224250	ENSMUSG00000022744
10436409	Olfr183	258478	ENSMUSG00000062105
10436412	Olfr195	259000	ENSMUSG00000062608
10436414	Olfr203	258479	ENSMUSG00000068182
10436416	Gabrr3	328699	ENSMUSG00000074991
10436426	Orai2	269717	ENSMUSG00000039747
10436428	Mina	67014	ENSMUSG00000022724
10436442	Fam60a	56306	ENSMUSG00000039985
10436446	Gps1	209318	ENSMUSG00000025156
10436451	Stx19	68159	ENSMUSG00000047854
10436456	Pros1	19128	ENSMUSG00000022912
10436471	Cggbp1	106143	ENSMUSG00000054604
10436476	Pou1f1	18736	ENSMUSG00000004842
10436487	Vgll3	73569	ENSMUSG00000091243
10436500	Gbe1	74185	ENSMUSG00000022707
10436519	Robo1	19876	ENSMUSG00000022883
10436552	Rbm11	224344	ENSMUSG00000032940
10436561	Usp25	30940	ENSMUSG00000022867
10436590	Mir99ahg	77994	ENSMUSG00000090386
10436596	Mir99ahg	77994	ENSMUSG00000090386
10436598	Mir99ahg	77994	ENSMUSG00000090386
10436600	Mir99a	387229	ENSMUSG00000065530
10436602	Mirlet7c-1	387246	ENSMUSG00000065557
10436604	Mir125b-2	723952	ENSMUSG00000065472
10436608	Cxadr	13052	ENSMUSG00000022865
10436623	Chodl	246048	ENSMUSG00000022860
10436636	Ncam2	17968	ENSMUSG00000022762
10436666	Jam2	67374	ENSMUSG00000053062
10436678	Gabpa	14390	ENSMUSG00000008976
10436694	Rplp0	11837	ENSMUSG00000067274
10436698	N6amt1	67768	ENSMUSG00000044442
10436708	Usp16	74112	ENSMUSG00000025616
10436727	Map3k7cl	224419	ENSMUSG00000025610
10436734	Bach1	12013	ENSMUSG00000025612
10436746	Krtap13-1	268905	ENSMUSG00000056350
10436748	2310034C09Rik	117172	ENSMUSG00000068078
10436752	Krtap15	26560	ENSMUSG00000022931
10436758	Gm10229	100040201	ENSMUSG00000068075
10436768	LOC102637192	102637192	ENSMUSG00000059113
10436770	Gm9789	640627	ENSMUSG00000044227
10436775	1110057P08Rik	68844	ENSMUSG00000068067
10436783	Sod1	20655	ENSMUSG00000022982
10436788	Hunk	26559	ENSMUSG00000053414
10436804	Mrap	77037	ENSMUSG00000039956
10436809	Eva1c	70967	ENSMUSG00000039903
10436823	Olig2	50913	ENSMUSG00000039830
10436828	Olig1	50914	ENSMUSG00000046160
10436830	Ifnar2	15976	ENSMUSG00000022971
10436841	Il10rb	16155	ENSMUSG00000022969
10436849	Ifnar1	15975	ENSMUSG00000022967
10436865	Ifngr2	15980	ENSMUSG00000022965
10436873	Son	20658	ENSMUSG00000022961
10436890	Gm10785	100038392	ENSMUSG00000085169
10436892	Itsn1	16443	ENSMUSG00000022957
10436941	Mrps6	121022	ENSMUSG00000039680
10436945	Slc5a3	53881	ENSMUSG00000089774
10436947	Kcne2	246133	ENSMUSG00000039672
10436951	Smim11	68936	ENSMUSG00000051989
10436955	2410124H12Rik	76785	ENSMUSG00000051297
10436958	Clic6	209195	ENSMUSG00000022949
10436967	Cbr1	12408	ENSMUSG00000051483
10436978	Cbr3	109857	ENSMUSG00000022947
10436983	Dopey2	70028	ENSMUSG00000022946
10437023	Morc3	338467	ENSMUSG00000039456
10437040	Chaf1b	110749	ENSMUSG00000022945
10437055	Sim2	20465	ENSMUSG00000062713
10437073	Ripply3	170765	ENSMUSG00000022941
10437080	Ttc3	22129	ENSMUSG00000040785
10437134	Dyrk1a	13548	ENSMUSG00000022897
10437136	Dyrk1a	13548	ENSMUSG00000022897
10437151	Kcnj15	16516	ENSMUSG00000062609
10437160	Ets2	23872	ENSMUSG00000022895
10437174	Wrb	71446	ENSMUSG00000023147
10437180	Sh3bgr	50795	ENSMUSG00000040666
10437191	B3galt5	93961	ENSMUSG00000074892
10437195	Igsf5	72058	ENSMUSG00000000159
10437210	Bace2	56175	ENSMUSG00000040605
10437224	Mx2	17858	ENSMUSG00000023341
10437243	Mefv	54483	ENSMUSG00000022534
10437257	Zfp597	71063	ENSMUSG00000039789
10437263	1700037C18Rik	73261	ENSMUSG00000005983
10437272	Nlrc3	268857	ENSMUSG00000049871
10437292	Slx4	52864	ENSMUSG00000039738
10437311	Trap1	68015	ENSMUSG00000005981
10437330	Crebbp	12914	ENSMUSG00000022521
10437332	Crebbp	12914	ENSMUSG00000022521
10437364	Adcy9	11515	ENSMUSG00000005580
10437376	Srl	106393	ENSMUSG00000022519
10437384	Tfap4	83383	ENSMUSG00000005718
10437392	Pam16	66449	ENSMUSG00000014301
10437399	Coro7	78885	ENSMUSG00000039637
10437432	Nmral1	67824	ENSMUSG00000063445
10437443	Cdip1	66626	ENSMUSG00000004071
10437451	Ubald1	207740	ENSMUSG00000039568
10437454	Anks3	72615	ENSMUSG00000022515
10437472	Sept12	71089	ENSMUSG00000022542
10437483	Rogdi	66049	ENSMUSG00000022540
10437499	Glyr1	74022	ENSMUSG00000022536
10437516	Ppl	19041	ENSMUSG00000039457
10437541	Nagpa	27426	ENSMUSG00000023143
10437552	AU021092	239691	ENSMUSG00000051669
10437561	Eef2kmt	70511	ENSMUSG00000022544
10437575	Tmem114	74720	ENSMUSG00000022715
10437586	Tmem186	66690	ENSMUSG00000043140
10437590	Carhsp1	52502	ENSMUSG00000008393
10437594	Usp7	252870	ENSMUSG00000022710
